sub,run,movie_number,onset_sec,r_anger,r_disgust,r_fear,r_happy,r_pain,r_sad
2,8,23,387.31,0,0,10,0,0,0
2,8,24,198.71,0,0,9,0,0,0
2,8,25,368.65,0,0,0,7,0,0
2,8,26,214.56,0,0,0,7,0,0
2,8,27,271.03,0,0,0,7,0,0
2,8,28,130.78,0,0,0,8,0,0
2,8,29,168.27,0,0,0,10,0,0
2,8,30,61.18,0,0,0,9,0,0
2,8,31,406.86,0,0,0,10,0,0
2,8,32,474.32,0,0,0,8,0,0
2,8,33,232.59,0,0,0,0,8,0
2,8,34,438.12,0,0,0,0,7,0
2,8,35,173.47,0,0,0,0,8,0
2,8,36,344.55,0,0,0,0,8,0
2,8,37,120.1,0,0,0,0,10,0
2,8,38,417.77,0,0,0,0,10,0
2,8,39,75.47,0,0,0,0,10,0
2,8,40,277.57,0,0,0,0,10,0
2,8,41,244.06,0,0,0,0,0,8
2,8,42,94.84,0,0,0,0,0,8
2,8,43,313.34,0,0,0,0,0,8
2,8,44,181.23,0,0,0,0,3,8
2,8,45,327.42,0,0,0,0,0,10
2,8,46,23.95,0,0,0,0,0,10
2,8,47,444.34,0,0,0,0,0,10
2,8,48,399.75,0,0,0,0,0,10
2,8,49,321.64,0,0,0,0,0,0
2,8,50,484.04,0,0,0,0,0,0
2,8,51,353.86,0,0,0,0,0,0
2,8,52,259.74,0,0,0,0,0,0
2,8,53,67.73,0,0,0,0,0,0
2,8,54,87.07,0,0,0,0,0,0
2,8,55,427.47,0,0,0,0,0,0
2,8,56,191.66,0,0,0,0,0,0
3,1,1,57.73,6,0,0,0,0,0
3,1,2,349.96,5,0,0,0,0,0
3,1,3,289.65,6,0,0,0,0,0
3,1,4,93.62,7,0,0,0,0,0
3,1,5,160.3,9,0,0,0,0,0
3,1,6,214.43,7,0,0,0,0,0
3,1,7,430.59,7,0,0,0,0,0
3,1,8,404.81,6,0,0,0,0,0
3,1,9,423.65,0,4,0,0,0,0
3,1,10,319.64,0,4,0,0,0,0
3,1,11,308.57,0,5,0,0,0,0
3,1,12,187.61,0,7,0,0,0,0
3,1,13,221.42,0,7,0,0,0,0
3,1,14,77.38,0,8,0,0,0,0
3,1,15,85.22,0,8,0,0,0,0
3,1,16,411.66,0,8,0,0,0,0
3,1,17,202.09,0,0,5,0,0,0
3,1,18,361.19,0,0,4,0,0,0
3,1,19,123.42,0,0,5,0,0,0
3,1,20,152.96,0,0,4,0,0,0
3,1,21,273.53,0,0,7,0,0,0
3,1,22,24.83,0,0,9,0,0,0
3,1,23,456.25,0,0,8,0,0,0
3,1,24,394.87,0,0,7,0,0,0
3,1,25,326.17,0,0,0,7,0,0
3,1,26,168.62,0,0,0,7,0,0
3,1,27,131.76,0,0,0,7,0,0
3,1,28,47.28,0,0,0,7,0,0
3,1,29,231.25,0,0,0,8,0,0
3,1,30,445.31,0,0,0,8,0,0
3,1,31,299.63,0,0,0,8,0,0
3,1,32,389.79,0,0,0,8,0,0
3,1,33,238.6,0,0,0,0,5,0
3,1,34,461.86,0,0,0,0,3,0
3,1,35,344.59,0,0,0,0,4,0
3,1,36,283.38,0,0,0,0,4,0
3,1,37,102.37,0,0,0,0,7,0
3,1,38,375.88,6,0,0,0,7,0
3,1,39,175.21,0,0,0,0,6,0
3,1,40,30.42,0,0,0,0,8,0
3,1,41,113.73,0,0,0,0,0,4
3,1,42,197.28,0,1,0,0,0,4
3,1,43,437.48,0,0,0,0,0,6
3,1,44,208.17,0,0,0,0,0,6
3,1,45,382.59,0,0,0,0,0,7
3,1,46,266.31,0,0,0,0,0,8
3,1,47,66.83,0,0,0,0,0,8
3,1,48,334.36,0,0,0,0,0,8
3,1,49,259.36,0,0,0,0,0,0
3,1,50,417.44,0,0,0,0,0,0
3,1,51,472.42,0,0,0,0,0,0
3,1,52,141.97,0,0,0,0,0,0
3,1,53,183,0,0,0,0,0,0
3,1,54,248.57,0,0,0,0,0,0
3,1,55,370.51,0,0,0,0,0,0
3,1,56,41.27,0,0,0,0,0,0
3,2,1,24.7,6,0,0,0,0,0
3,2,2,70.93,5,0,0,0,0,0
3,2,3,494.15,6,0,0,0,0,0
3,2,4,422.91,7,0,0,0,0,0
3,2,5,157.49,9,0,0,0,0,0
3,2,6,383.79,7,0,0,0,0,0
3,2,7,280.87,7,0,0,0,0,0
3,2,8,236.27,6,0,0,0,0,0
3,2,9,87.57,0,4,0,0,0,0
3,2,10,36.17,0,4,0,0,0,0
3,2,11,299.67,0,5,0,0,0,0
3,2,12,374.36,0,7,0,0,0,0
3,2,13,167.73,0,7,0,0,0,0
3,2,14,499.94,0,8,0,0,0,0
3,2,15,253.74,0,8,0,0,0,0
3,2,16,433.08,0,8,0,0,0,0
3,2,17,227.38,0,0,5,0,0,0
3,2,18,47.24,0,0,4,0,0,0
3,2,19,345.62,0,0,5,0,0,0
3,2,20,194.77,0,0,4,0,0,0
3,2,21,392.06,0,0,7,0,0,0
3,2,22,107.31,0,0,9,0,0,0
3,2,23,482.96,0,0,8,0,0,0
3,2,24,263.75,0,0,7,0,0,0
3,2,25,271.55,0,0,0,7,0,0
3,2,26,219.14,0,0,0,7,0,0
3,2,27,128.28,0,0,0,7,0,0
3,2,28,416.93,0,0,0,7,0,0
3,2,29,352.78,0,0,0,8,0,0
3,2,30,455.98,0,0,0,8,0,0
3,2,31,176.31,0,0,0,8,0,0
3,2,32,64.74,0,0,0,8,0,0
3,2,33,473.06,0,0,0,0,5,0
3,2,34,183.26,0,0,0,0,3,0
3,2,35,207.72,0,0,0,0,4,0
3,2,36,402.13,0,0,0,0,4,0
3,2,37,31.24,0,0,0,0,7,0
3,2,38,363.48,6,0,0,0,7,0
3,2,39,315.53,0,0,0,0,6,0
3,2,40,116.74,0,0,0,0,8,0
3,2,41,201.74,0,0,0,0,0,4
3,2,42,59.24,0,1,0,0,0,4
3,2,43,439.69,0,0,0,0,0,6
3,2,44,290.64,0,0,0,0,0,6
3,2,45,146.82,0,0,0,0,0,7
3,2,46,96.27,0,0,0,0,0,8
3,2,47,466.39,0,0,0,0,0,8
3,2,48,334.66,0,0,0,0,0,8
3,2,49,448.16,0,0,0,0,0,0
3,2,50,304.62,0,0,0,0,0,0
3,2,51,326.51,0,0,0,0,0,0
3,2,52,137.75,0,0,0,0,0,0
3,2,53,244.35,0,0,0,0,0,0
3,2,54,53.57,0,0,0,0,0,0
3,2,55,408.18,0,0,0,0,0,0
3,2,56,77.97,0,0,0,0,0,0
3,3,1,418.39,6,0,0,0,0,0
3,3,2,137.11,5,0,0,0,0,0
3,3,3,239.1,6,0,0,0,0,0
3,3,4,117.64,7,0,0,0,0,0
3,3,5,309.26,9,0,0,0,0,0
3,3,6,209.32,7,0,0,0,0,0
3,3,7,64.19,7,0,0,0,0,0
3,3,8,349.46,6,0,0,0,0,0
3,3,9,203.42,0,4,0,0,0,0
3,3,10,401.27,0,4,0,0,0,0
3,3,11,70.73,0,5,0,0,0,0
3,3,12,250.25,0,7,0,0,0,0
3,3,13,359.07,0,7,0,0,0,0
3,3,14,59.51,0,8,0,0,0,0
3,3,15,145.97,0,8,0,0,0,0
3,3,16,295.98,0,8,0,0,0,0
3,3,17,181.92,0,0,5,0,0,0
3,3,18,93.57,0,0,4,0,0,0
3,3,19,395.24,0,0,5,0,0,0
3,3,20,21.84,0,0,4,0,0,0
3,3,21,263.51,0,0,7,0,0,0
3,3,22,445.89,0,0,9,0,0,0
3,3,23,128.59,0,0,8,0,0,0
3,3,24,318.66,0,0,7,0,0,0
3,3,25,286.87,0,0,0,7,0,0
3,3,26,281.3,0,0,0,7,0,0
3,3,27,387.63,0,0,0,7,0,0
3,3,28,40.46,0,0,0,7,0,0
3,3,29,428.45,0,0,0,8,0,0
3,3,30,84.62,0,0,0,8,0,0
3,3,31,169.87,0,0,0,8,0,0
3,3,32,215.8,0,0,0,8,0,0
3,3,33,112.68,0,0,0,0,5,0
3,3,34,233.45,0,0,0,0,3,0
3,3,35,28.34,0,0,0,0,4,0
3,3,36,337.16,0,0,0,0,4,0
3,3,37,153.65,0,0,0,0,7,0
3,3,38,452.05,6,0,0,0,7,0
3,3,39,344.28,0,0,0,0,6,0
3,3,40,228.55,0,0,0,0,8,0
3,3,41,104.05,0,0,0,0,0,4
3,3,42,161.23,0,1,0,0,0,4
3,3,43,33.91,0,0,0,0,0,6
3,3,44,328.66,0,0,0,0,0,6
3,3,45,436.14,0,0,0,0,0,7
3,3,46,270.08,0,0,0,0,0,8
3,3,47,370.4,0,0,0,0,0,8
3,3,48,192.79,0,0,0,0,0,8
3,3,49,220.63,0,0,0,0,0,0
3,3,50,49.64,0,0,0,0,0,0
3,3,51,410.34,0,0,0,0,0,0
3,3,52,79.88,0,0,0,0,0,0
3,3,53,303,0,0,0,0,0,0
3,3,54,255.31,0,0,0,0,0,0
3,3,55,379,0,0,0,0,0,0
3,3,56,177.11,0,0,0,0,0,0
3,4,1,324.13,6,0,0,0,0,0
3,4,2,230.34,5,0,0,0,0,0
3,4,3,405.44,6,0,0,0,0,0
3,4,4,76.89,7,0,0,0,0,0
3,4,5,273.75,9,0,0,0,0,0
3,4,6,187.82,7,0,0,0,0,0
3,4,7,451.31,7,0,0,0,0,0
3,4,8,69.41,6,0,0,0,0,0
3,4,9,221.93,0,4,0,0,0,0
3,4,10,124.48,0,4,0,0,0,0
3,4,11,312.43,0,5,0,0,0,0
3,4,12,299.73,0,7,0,0,0,0
3,4,13,396.21,0,7,0,0,0,0
3,4,14,163.33,0,8,0,0,0,0
