sub,run,movie_number,onset_sec,r_anger,r_disgust,r_fear,r_happy,r_pain,r_sad
9,2,21,38.79,0,0,8,0,1,0
9,2,22,143.26,0,0,8,0,0,0
9,2,23,309.3,0,0,9,0,0,0
9,2,24,477.19,0,0,7,0,9,1
9,2,25,237.78,0,0,0,7,0,0
9,2,26,457.78,0,0,0,6,0,0
9,2,27,175.81,0,0,0,6,0,0
9,2,28,56.95,0,0,0,5,0,0
9,2,29,106.31,0,0,0,8,0,0
9,2,30,295.68,0,0,0,8,0,0
9,2,31,410.62,0,0,0,9,0,0
9,2,32,370.99,0,0,0,8,0,0
9,2,33,115.98,0,0,0,0,7,0
9,2,34,257.02,2,0,0,0,4,0
9,2,35,186.36,0,0,0,0,7,0
9,2,36,277.32,0,0,0,0,6,0
9,2,37,364.02,0,0,0,0,8,0
9,2,38,469.32,1,0,0,0,7,0
9,2,39,20.47,0,0,0,0,6,0
9,2,40,389.28,0,1,0,0,8,0
9,2,41,30.94,0,0,0,0,0,6
9,2,42,169.27,0,0,0,0,2,6
9,2,43,131.67,0,1,0,0,0,6
9,2,44,327.65,0,0,0,0,1,8
9,2,45,300.34,0,0,0,0,1,9
9,2,46,487.45,0,1,0,0,7,9
9,2,47,421.8,0,0,0,0,2,9
9,2,48,206.42,0,0,0,0,2,9
9,2,49,48.84,0,0,0,0,0,1
9,2,50,151.01,0,0,0,0,0,0
9,2,51,493.79,0,0,0,0,0,0
9,2,52,431.87,0,0,0,0,0,0
9,2,53,247.18,0,0,0,0,0,0
9,2,54,282,0,0,0,0,0,0
9,2,55,85.39,0,0,0,0,0,0
9,2,56,320.74,0,0,0,1,0,0
9,3,1,227.21,6,0,0,0,0,0
9,3,2,191.25,6,0,0,0,0,0
9,3,3,108.18,7,0,0,0,0,0
9,3,4,291.45,8,0,0,0,0,0
9,3,5,401.22,8,0,0,0,6,0
9,3,6,375.04,9,0,0,0,0,0
9,3,7,59.08,7,0,0,0,0,0
9,3,8,311.48,7,0,0,0,1,0
9,3,9,201.98,0,5,0,0,0,0
9,3,10,164.33,1,6,0,0,0,0
9,3,11,284.58,0,7,0,0,0,0
9,3,12,431.92,0,9,0,0,0,0
9,3,13,393.13,0,8,0,0,0,0
9,3,14,329.36,0,8,0,0,0,0
9,3,15,122.14,0,8,0,0,0,0
9,3,16,23.45,0,7,0,0,1,0
9,3,17,113.49,0,0,7,0,0,0
9,3,18,232.06,0,0,3,0,0,0
9,3,19,278.2,0,0,5,0,0,1
9,3,20,140.07,0,0,9,0,0,0
9,3,21,337.92,0,0,8,0,1,0
9,3,22,358.05,0,0,8,0,0,0
9,3,23,67.61,0,0,9,0,0,0
9,3,24,449.01,0,0,7,0,9,1
9,3,25,97.49,0,0,0,7,0,0
9,3,26,317.18,0,0,0,6,0,0
9,3,27,266.83,0,0,0,6,0,0
9,3,28,196.11,0,0,0,5,0,0
9,3,29,386.02,0,0,0,8,0,0
9,3,30,31.17,0,0,0,8,0,0
9,3,31,410.83,0,0,0,9,0,0
9,3,32,149.69,0,0,0,8,0,0
9,3,33,297.64,0,0,0,0,7,0
9,3,34,130.55,2,0,0,0,4,0
9,3,35,424.8,0,0,0,0,7,0
9,3,36,363.31,0,0,0,0,6,0
9,3,37,76.95,0,0,0,0,8,0
9,3,38,156.92,1,0,0,0,7,0
9,3,39,323.48,0,0,0,0,6,0
9,3,40,218.94,0,1,0,0,8,0
9,3,41,42.15,0,0,0,0,0,6
9,3,42,257.33,0,0,0,0,2,6
9,3,43,419.34,0,1,0,0,0,6
9,3,44,305.28,0,0,0,0,1,8
9,3,45,173.52,0,0,0,0,1,9
9,3,46,208.8,0,1,0,0,7,9
9,3,47,369.17,0,0,0,0,2,9
9,3,48,82.54,0,0,0,0,2,9
9,3,49,381.33,0,0,0,0,0,1
9,3,50,441.73,0,0,0,0,0,0
9,3,51,88.39,0,0,0,0,0,0
9,3,52,241.7,0,0,0,0,0,0
9,3,53,183.62,0,0,0,0,0,0
9,3,54,349.38,0,0,0,0,0,0
9,3,55,250.43,0,0,0,0,0,0
9,3,56,52.4,0,0,0,1,0,0
9,4,1,45.68,6,0,0,0,0,0
9,4,2,367.16,6,0,0,0,0,0
9,4,3,468.55,7,0,0,0,0,0
9,4,4,164.43,8,0,0,0,0,0
9,4,5,218.04,8,0,0,0,6,0
9,4,6,111.91,9,0,0,0,0,0
9,4,7,331.21,7,0,0,0,0,0
9,4,8,262.18,7,0,0,0,1,0
9,4,9,409.04,0,5,0,0,0,0
9,4,10,56.4,1,6,0,0,0,0
9,4,11,445.81,0,7,0,0,0,0
9,4,12,302.76,0,9,0,0,0,0
9,4,13,141.31,0,8,0,0,0,0
9,4,14,231.87,0,8,0,0,0,0
9,4,15,284.46,0,8,0,0,0,0
9,4,16,91.8,0,7,0,0,1,0
9,4,17,134.81,0,0,7,0,0,0
9,4,18,382.91,0,0,3,0,0,0
9,4,19,438.76,0,0,5,0,0,1
9,4,20,171.44,0,0,9,0,0,0
9,4,21,62.68,0,0,8,0,1,0
9,4,22,339.13,0,0,8,0,0,0
9,4,23,267.16,0,0,9,0,0,0
9,4,24,207.69,0,0,7,0,9,1
9,4,25,83.82,0,0,0,7,0,0
9,4,26,453.7,0,0,0,6,0,0
9,4,27,202.56,0,0,0,6,0,0
9,4,28,292.3,0,0,0,5,0,0
9,4,29,375.86,0,0,0,8,0,0
9,4,30,21.9,0,0,0,8,0,0
9,4,31,183.64,0,0,0,9,0,0
9,4,32,243.2,0,0,0,8,0,0
9,4,33,279.49,0,0,0,0,7,0
9,4,34,28.9,2,0,0,0,4,0
9,4,35,401.35,0,0,0,0,7,0
9,4,36,151.22,0,0,0,0,6,0
9,4,37,194.5,0,0,0,0,8,0
9,4,38,311.75,1,0,0,0,7,0
9,4,39,118.07,0,0,0,0,6,0
9,4,40,420.37,0,1,0,0,8,0
9,4,41,177.81,0,0,0,0,0,6
9,4,42,73.05,0,0,0,0,2,6
9,4,43,252.25,0,1,0,0,0,6
9,4,44,463.51,0,0,0,0,1,8
9,4,45,237.84,0,0,0,0,1,9
9,4,46,100.78,0,1,0,0,7,9
9,4,47,320.14,0,0,0,0,2,9
9,4,48,355.87,0,0,0,0,2,9
9,4,49,128.87,0,0,0,0,0,1
9,4,50,159.01,0,0,0,0,0,0
9,4,51,428.37,0,0,0,0,0,0
9,4,52,392.93,0,0,0,0,0,0
9,4,53,346.65,0,0,0,0,0,0
9,4,54,37.49,0,0,0,0,0,0
9,4,55,274.38,0,0,0,0,0,0
9,4,56,226.37,0,0,0,1,0,0
9,5,1,214.62,6,0,0,0,0,0
9,5,2,335.22,6,0,0,0,0,0
9,5,3,74.74,7,0,0,0,0,0
9,5,4,141.32,8,0,0,0,0,0
9,5,5,154.58,8,0,0,0,6,0
9,5,6,388.36,9,0,0,0,0,0
9,5,7,475.85,7,0,0,0,0,0
9,5,8,301.62,7,0,0,0,1,0
9,5,9,434.4,0,5,0,0,0,0
9,5,10,463.35,1,6,0,0,0,0
9,5,11,283.17,0,7,0,0,0,0
9,5,12,187.58,0,9,0,0,0,0
9,5,13,221.61,0,8,0,0,0,0
9,5,14,149.29,0,8,0,0,0,0
9,5,15,344.53,0,8,0,0,0,0
9,5,16,42.26,0,7,0,0,1,0
9,5,17,371.66,0,0,7,0,0,0
9,5,18,33.24,0,0,3,0,0,0
9,5,19,240.54,0,0,5,0,0,1
9,5,20,263.11,0,0,9,0,0,0
9,5,21,414.01,0,0,8,0,1,0
9,5,22,96.31,0,0,8,0,0,0
9,5,23,446,0,0,9,0,0,0
9,5,24,162.17,0,0,7,0,9,1
9,5,25,468.36,0,0,0,7,0,0
9,5,26,115.13,0,0,0,6,0,0
9,5,27,247.49,0,0,0,6,0,0
9,5,28,310.13,0,0,0,5,0,0
9,5,29,23.09,0,0,0,8,0,0
9,5,30,170.53,0,0,0,8,0,0
9,5,31,422.18,0,0,0,9,0,0
9,5,32,354.6,0,0,0,8,0,0
9,5,33,126.62,0,0,0,0,7,0
9,5,34,205.61,2,0,0,0,4,0
9,5,35,63.5,0,0,0,0,7,0
9,5,36,200.92,0,0,0,0,6,0
9,5,37,404.96,0,0,0,0,8,0
9,5,38,291.38,1,0,0,0,7,0
9,5,39,365.81,0,0,0,0,6,0
9,5,40,455.83,0,1,0,0,8,0
9,5,41,253.93,0,0,0,0,0,6
9,5,42,179.53,0,0,0,0,2,6
9,5,43,51.95,0,1,0,0,0,6
9,5,44,134.68,0,0,0,0,1,8
9,5,45,329.48,0,0,0,0,1,9
9,5,46,394.53,0,1,0,0,7,9
9,5,47,439.37,0,0,0,0,2,9
9,5,48,321.56,0,0,0,0,2,9
9,5,49,377.95,0,0,0,0,0,1
9,5,50,271.6,0,0,0,0,0,0
9,5,51,103.76,0,0,0,0,0,0
9,5,52,427.6,0,0,0,0,0,0
9,5,53,84.89,0,0,0,0,0,0
9,5,54,195.92,0,0,0,0,0,0
9,5,55,483.42,0,0,0,0,0,0
9,5,56,229.27,0,0,0,1,0,0
9,6,1,103.42,6,0,0,0,0,0
9,6,2,224.1,6,0,0,0,0,0
9,6,3,28.65,7,0,0,0,0,0
9,6,4,375.78,8,0,0,0,0,0
9,6,5,335.89,8,0,0,0,6,0
9,6,6,288.75,9,0,0,0,0,0
9,6,7,428.69,7,0,0,0,0,0
9,6,8,132.45,7,0,0,0,1,0
9,6,9,240.16,0,5,0,0,0,0
9,6,10,216.6,1,6,0,0,0,0
9,6,11,357.58,0,7,0,0,0,0
9,6,12,173.89,0,9,0,0,0,0
9,6,13,124.12,0,8,0,0,0,0
9,6,14,416.94,0,8,0,0,0,0
9,6,15,312.9,0,8,0,0,0,0
9,6,16,35.15,0,7,0,0,1,0
9,6,17,72.58,0,0,7,0,0,0
9,6,18,341.21,0,0,3,0,0,0
9,6,19,116.23,0,0,5,0,0,1
9,6,20,463.74,0,0,9,0,0,0
9,6,21,267.5,0,0,8,0,1,0
9,6,22,151.38,0,0,8,0,0,0
9,6,23,389.77,0,0,9,0,0,0
9,6,24,210.26,0,0,7,0,9,1
9,6,25,166.94,0,0,0,7,0,0
9,6,26,53.24,0,0,0,6,0,0
9,6,27,97.17,0,0,0,6,0,0
9,6,28,405.43,0,0,0,5,0,0
9,6,29,247.78,0,0,0,8,0,0
9,6,30,455.69,0,0,0,8,0,0
9,6,31,308.16,0,0,0,9,0,0
9,6,32,233.51,0,0,0,8,0,0
9,6,33,142.87,0,0,0,0,7,0
9,6,34,83.97,2,0,0,0,4,0
9,6,35,256.13,0,0,0,0,7,0
9,6,36,447.36,0,0,0,0,6,0
9,6,37,330.1,0,0,0,0,8,0
9,6,38,45.79,1,0,0,0,7,0
9,6,39,201.62,0,0,0,0,6,0
9,6,40,384,0,1,0,0,8,0
9,6,41,398.47,0,0,0,0,0,6
9,6,42,91.42,0,0,0,0,2,6
9,6,43,346.45,0,1,0,0,0,6
9,6,44,423.56,0,0,0,0,1,8
9,6,45,191.01,0,0,0,0,1,9
9,6,46,299.13,0,1,0,0,7,9
9,6,47,180.91,0,0,0,0,2,9
9,6,48,62.58,0,0,0,0,2,9
9,6,49,436.18,0,0,0,0,0,1
9,6,50,22.74,0,0,0,0,0,0
9,6,51,322,0,0,0,0,0,0
9,6,52,109.25,0,0,0,0,0,0
9,6,53,157.57,0,0,0,0,0,0
9,6,54,278.2,0,0,0,0,0,0
9,6,55,185.81,0,0,0,0,0,0
9,6,56,366.87,0,0,0,1,0,0
9,7,1,206.36,6,0,0,0,0,0
9,7,2,412.92,6,0,0,0,0,0
9,7,3,35.72,7,0,0,0,0,0
9,7,4,99.68,8,0,0,0,0,0
9,7,5,169.83,8,0,0,0,6,0
9,7,6,275.51,9,0,0,0,0,0
9,7,7,473.12,7,0,0,0,0,0
9,7,8,315.37,7,0,0,0,1,0
9,7,9,352.98,0,5,0,0,0,0
9,7,10,287.09,1,6,0,0,0,0
9,7,11,461.8,0,7,0,0,0,0
9,7,12,59.8,0,9,0,0,0,0
9,7,13,239.37,0,8,0,0,0,0
9,7,14,371.59,0,8,0,0,0,0
9,7,15,136.47,0,8,0,0,0,0
9,7,16,194.54,0,7,0,0,1,0
9,7,17,255.74,0,0,7,0,0,0
9,7,18,347.4,0,0,3,0,0,0
9,7,19,199.63,0,0,5,0,0,1
9,7,20,178.62,0,0,9,0,0,0
9,7,21,88.81,0,0,8,0,1,0
9,7,22,388.68,0,0,8,0,0,0
9,7,23,435.45,0,0,9,0,0,0
9,7,24,70.46,0,0,7,0,9,1
9,7,25,111.07,0,0,0,7,0,0
9,7,26,280.77,0,0,0,6,0,0
9,7,27,329.73,0,0,0,6,0,0
9,7,28,152.69,0,0,0,5,0,0
9,7,29,446.08,0,0,0,8,0,0
9,7,30,250.07,0,0,0,8,0,0
9,7,31,26.23,0,0,0,9,0,0
9,7,32,397.74,0,0,0,8,0,0
9,7,33,323.91,0,0,0,0,7,0
9,7,34,405.11,2,0,0,0,4,0
9,7,35,52.6,0,0,0,0,7,0
9,7,36,128.13,0,0,0,0,6,0
9,7,37,162.54,0,0,0,0,8,0
9,7,38,223.09,1,0,0,0,7,0
9,7,39,452.84,0,0,0,0,6,0
9,7,40,293.48,0,1,0,0,8,0
9,7,41,421.36,0,0,0,0,0,6
9,7,42,300.99,0,0,0,0,2,6
9,7,43,307.19,0,1,0,0,0,6
9,7,44,81.41,0,0,0,0,1,8
9,7,45,212.85,0,0,0,0,1,9
9,7,46,104.83,0,1,0,0,7,9
9,7,47,360.62,0,0,0,0,2,9
9,7,48,183.34,0,0,0,0,2,9
9,7,49,231.7,0,0,0,0,0,1
9,7,50,147.44,0,0,0,0,0,0
9,7,51,430.24,0,0,0,0,0,0
9,7,52,340.25,0,0,0,0,0,0
9,7,53,120.55,0,0,0,0,0,0
9,7,54,265.42,0,0,0,0,0,0
9,7,55,380.57,0,0,0,0,0,0
9,7,56,41.92,0,0,0,1,0,0
9,8,1,21.37,6,0,0,0,0,0
9,8,2,209.76,6,0,0,0,0,0
9,8,3,472.06,7,0,0,0,0,0
9,8,4,287.37,8,0,0,0,0,0
9,8,5,315.87,8,0,0,0,6,0
9,8,6,162.6,9,0,0,0,0,0
9,8,7,85.03,7,0,0,0,0,0
9,8,8,412.09,7,0,0,0,1,0
9,8,9,293.96,0,5,0,0,0,0
9,8,10,157.43,1,6,0,0,0,0
9,8,11,226.36,0,7,0,0,0,0
9,8,12,378.4,0,9,0,0,0,0
9,8,13,276.8,0,8,0,0,0,0
9,8,14,452.82,0,8,0,0,0,0
9,8,15,129.11,0,8,0,0,0,0
9,8,16,74.28,0,7,0,0,1,0
9,8,17,55.99,0,0,7,0,0,0
9,8,18,234.66,0,0,3,0,0,0
9,8,19,271.43,0,0,5,0,0,1
9,8,20,464.3,0,0,9,0,0,0
9,8,21,179.9,0,0,8,0,1,0
9,8,22,395.63,0,0,8,0,0,0
9,8,23,353.66,0,0,9,0,0,0
9,8,24,137.93,0,0,7,0,9,1
9,8,25,122.57,0,0,0,7,0,0
9,8,26,404.78,0,0,0,6,0,0
9,8,27,424.15,0,0,0,6,0,0
9,8,28,325.28,0,0,0,5,0,0
9,8,29,151.63,0,0,0,8,0,0
9,8,30,42.09,0,0,0,8,0,0
9,8,31,188.52,0,0,0,9,0,0
9,8,32,259.14,0,0,0,8,0,0
9,8,33,65.07,0,0,0,0,7,0
9,8,34,266.67,2,0,0,0,4,0
9,8,35,361.07,0,0,0,0,7,0
9,8,36,199.03,0,0,0,0,6,0
9,8,37,336.19,0,0,0,0,8,0
9,8,38,434.76,1,0,0,0,7,0
9,8,39,143.35,0,0,0,0,6,0
9,8,40,116.59,0,1,0,0,8,0
9,8,41,31.7,0,0,0,0,0,6
9,8,42,342.35,0,0,0,0,2,6
9,8,43,372.42,0,1,0,0,0,6
9,8,44,247.65,0,0,0,0,1,8
9,8,45,168.87,0,0,0,0,1,9
9,8,46,416.96,0,1,0,0,7,9
9,8,47,239.58,0,0,0,0,2,9
9,8,48,105.94,0,0,0,0,2,9
9,8,49,304.66,0,0,0,0,0,1
9,8,50,96.04,0,0,0,0,0,0
9,8,51,282.52,0,0,0,0,0,0
9,8,52,214.95,0,0,0,0,0,0
9,8,53,385.66,0,0,0,0,0,0
9,8,54,442.87,0,0,0,0,0,0
9,8,55,175.23,0,0,0,0,0,0
9,8,56,50.09,0,0,0,1,0,0
10,1,1,211.92,8,1,0,0,3,0
10,1,2,61.19,7,0,0,0,0,0
10,1,3,355.59,8,0,0,0,0,0
10,1,4,262.44,9,0,1,0,2,0
10,1,5,124.08,9,0,0,0,4,0
10,1,6,370.7,8,1,0,0,0,0
10,1,7,420.89,0,0,0,0,3,0
10,1,8,131.31,9,1,0,0,6,1
10,1,9,238.21,3,2,0,0,0,0
10,1,10,185.69,6,4,0,0,2,3
10,1,11,396.27,0,4,2,0,1,0
10,1,12,430.53,0,3,1,0,3,2
10,1,13,47.8,0,4,0,0,1,0
10,1,14,70.67,3,9,2,0,0,0
10,1,15,318.93,0,0,8,0,4,0
10,1,16,168.43,0,3,0,0,0,0
10,1,17,345.28,0,2,7,0,2,0
10,1,18,175.9,0,0,6,0,0,0
10,1,19,281.66,0,0,6,0,0,2
10,1,20,476.06,6,3,2,0,6,2
10,1,21,200.61,0,2,0,0,3,1
10,1,22,81.98,0,0,5,0,0,0
10,1,23,33.08,0,0,10,0,0,0
10,1,24,376.05,5,0,6,0,3,2
10,1,25,162.63,1,0,3,5,0,0
10,1,26,458.37,3,0,0,7,1,2
10,1,27,205.7,0,0,0,0,0,0
10,1,28,365.97,0,0,0,7,0,0
10,1,29,103.91,0,0,0,7,0,0
10,1,30,254.98,0,0,0,10,0,0
10,1,31,40.62,0,0,0,7,1,0
10,1,32,325.16,0,0,0,9,0,0
10,1,33,414.01,0,4,2,0,2,1
10,1,34,272.89,0,1,3,0,6,0
10,1,35,155.01,2,0,2,0,4,0
10,1,36,222.35,0,6,4,0,0,3
10,1,37,447.42,0,0,0,0,3,2
10,1,38,114.2,4,2,4,0,8,0
10,1,39,55.22,0,0,5,0,9,0
10,1,40,302.16,0,2,5,0,0,0
10,1,41,229.29,0,0,1,0,3,4
10,1,42,95.88,0,6,0,0,7,6
10,1,43,310.12,0,1,2,0,6,2
10,1,44,249.2,0,0,4,0,6,0
10,1,45,386.22,0,0,4,0,1,9
10,1,46,468.96,0,0,10,0,5,7
10,1,47,145.9,0,0,4,0,8,10
10,1,48,65.76,0,0,7,0,1,0
10,1,49,290.58,3,0,0,0,0,4
10,1,50,405.45,0,0,0,0,0,1
10,1,51,194.67,0,0,0,0,0,0
10,1,52,436.42,0,0,0,0,0,1
10,1,53,334.46,0,2,0,0,0,1
10,1,54,24.75,0,0,0,0,0,3
10,1,55,137.3,0,0,0,0,6,0
10,1,56,89.55,2,0,0,0,0,2
10,2,1,410.42,8,1,0,0,3,0
10,2,2,123.42,7,0,0,0,0,0
10,2,3,40.88,8,0,0,0,0,0
10,2,4,335.93,9,0,1,0,2,0
10,2,5,371.57,9,0,0,0,4,0
10,2,6,219.95,8,1,0,0,0,0
10,2,7,142.89,0,0,0,0,3,0
10,2,8,267.7,9,1,0,0,6,1
10,2,9,296.42,3,2,0,0,0,0
10,2,10,401.22,6,4,0,0,2,3
10,2,11,447.32,0,4,2,0,1,0
10,2,12,180.76,0,3,1,0,3,2
10,2,13,148.35,0,4,0,0,1,0
10,2,14,70.52,3,9,2,0,0,0
10,2,15,82.04,0,0,8,0,4,0
10,2,16,248.01,0,3,0,0,0,0
10,2,17,464.26,0,2,7,0,2,0
10,2,18,225.15,0,0,6,0,0,0
10,2,19,23.09,0,0,6,0,0,2
10,2,20,382.18,6,3,2,0,6,2
10,2,21,96.05,0,2,0,0,3,1
10,2,22,303.39,0,0,5,0,0,0
10,2,23,232.06,0,0,10,0,0,0
10,2,24,161.31,5,0,6,0,3,2
10,2,25,324.86,1,0,3,5,0,0
10,2,26,212.81,3,0,0,7,1,2
10,2,27,351.69,0,0,0,0,0,0
10,2,28,274.67,0,0,0,7,0,0
10,2,29,128.27,0,0,0,7,0,0
10,2,30,101.18,0,0,0,10,0,0
10,2,31,31.17,0,0,0,7,1,0
10,2,32,455.01,0,0,0,9,0,0
10,2,33,362.57,0,4,2,0,2,1
10,2,34,239.95,0,1,3,0,6,0
10,2,35,57.67,2,0,2,0,4,0
10,2,36,195.93,0,6,4,0,0,3
10,2,37,133.45,0,0,0,0,3,2
10,2,38,442.57,4,2,4,0,8,0
10,2,39,309.35,0,0,5,0,9,0
10,2,40,75.93,0,2,5,0,0,0
10,2,41,47.98,0,0,1,0,3,4
10,2,42,112.74,0,6,0,0,7,6
10,2,43,287.64,0,1,2,0,6,2
10,2,44,172.41,0,0,4,0,6,0
10,2,45,421.37,0,0,4,0,1,9
10,2,46,345.98,0,0,10,0,5,7
10,2,47,281.7,0,0,4,0,8,10
10,2,48,201.82,0,0,7,0,1,0
10,2,49,154.15,3,0,0,0,0,4
10,2,50,257.97,0,0,0,0,0,1
10,2,51,317.89,0,0,0,0,0,0
10,2,52,393.73,0,0,0,0,0,1
10,2,53,431.98,0,2,0,0,0,1
10,2,54,190.81,0,0,0,0,0,3
10,2,55,89.34,0,0,0,0,6,0
10,2,56,62.36,2,0,0,0,0,2
10,3,1,114.72,8,1,0,0,3,0
10,3,2,31.61,7,0,0,0,0,0
10,3,3,304.37,8,0,0,0,0,0
10,3,4,476.43,9,0,1,0,2,0
10,3,5,344.43,9,0,0,0,4,0
10,3,6,200.08,8,1,0,0,0,0
10,3,7,425.06,0,0,0,0,3,0
10,3,8,164.02,9,1,0,0,6,1
10,3,9,387.63,3,2,0,0,0,0
10,3,10,140.57,6,4,0,0,2,3
10,3,11,238.04,0,4,2,0,1,0
10,3,12,58.68,0,3,1,0,3,2
10,3,13,276.26,0,4,0,0,1,0
10,3,14,367.77,3,9,2,0,0,0
10,3,15,436.2,0,0,8,0,4,0
10,3,16,124.24,0,3,0,0,0,0
10,3,17,69.86,0,2,7,0,2,0
10,3,18,446.32,0,0,6,0,0,0
10,3,19,418.94,0,0,6,0,0,2
10,3,20,79.84,6,3,2,0,6,2
10,3,21,373.91,0,2,0,0,3,1
10,3,22,228.83,0,0,5,0,0,0
10,3,23,313.86,0,0,10,0,0,0
10,3,24,175.02,5,0,6,0,3,2
10,3,25,451.77,1,0,3,5,0,0
10,3,26,26.96,3,0,0,7,1,2
10,3,27,355.93,0,0,0,0,0,0
10,3,28,147.87,0,0,0,7,0,0
10,3,29,408.59,0,0,0,7,0,0
10,3,30,248.31,0,0,0,10,0,0
10,3,31,253.44,0,0,0,7,1,0
10,3,32,119.64,0,0,0,9,0,0
10,3,33,157,0,4,2,0,2,1
10,3,34,219.5,0,1,3,0,6,0
10,3,35,332.9,2,0,2,0,4,0
10,3,36,49.48,0,6,4,0,0,3
10,3,37,402.41,0,0,0,0,3,2
10,3,38,105.3,4,2,4,0,8,0
10,3,39,467.29,0,0,5,0,9,0
10,3,40,285.93,0,2,5,0,0,0
10,3,41,95.84,0,0,1,0,3,4
10,3,42,462.29,0,6,0,0,7,6
10,3,43,293.35,0,1,2,0,6,2
10,3,44,184.12,0,0,4,0,6,0
10,3,45,208.05,0,0,4,0,1,9
10,3,46,394.5,0,0,10,0,5,7
10,3,47,323.7,0,0,4,0,8,10
10,3,48,38.61,0,0,7,0,1,0
10,3,49,264.72,3,0,0,0,0,4
10,3,50,382.44,0,0,0,0,0,1
10,3,51,88.27,0,0,0,0,0,0
10,3,52,194.33,0,0,0,0,0,1
10,3,53,22.03,0,2,0,0,0,1
10,3,54,132.13,0,0,0,0,0,3
10,3,55,362.13,0,0,0,0,6,0
10,3,56,431.3,2,0,0,0,0,2
10,4,1,259.96,8,1,0,0,3,0
10,4,2,332.14,7,0,0,0,0,0
10,4,3,19.96,8,0,0,0,0,0
10,4,4,151.19,9,0,1,0,2,0
10,4,5,125.44,9,0,0,0,4,0
10,4,6,229.9,8,1,0,0,0,0
10,4,7,457.04,0,0,0,0,3,0
10,4,8,383.52,9,1,0,0,6,1
10,4,9,59.73,3,2,0,0,0,0
10,4,10,464.89,6,4,0,0,2,3
10,4,11,213.73,0,4,2,0,1,0
10,4,12,177.23,0,3,1,0,3,2
10,4,13,338.98,0,4,0,0,1,0
10,4,14,392.62,3,9,2,0,0,0
10,4,15,289.19,0,0,8,0,4,0
10,4,16,99.3,0,3,0,0,0,0
10,4,17,204.04,0,2,7,0,2,0
10,4,18,43.55,0,0,6,0,0,0
10,4,19,357.66,0,0,6,0,0,2
10,4,20,117.71,6,3,2,0,6,2
10,4,21,374.84,0,2,0,0,3,1
10,4,22,283.73,0,0,5,0,0,0
10,4,23,170.22,0,0,10,0,0,0
10,4,24,473.95,5,0,6,0,3,2
10,4,25,221.96,1,0,3,5,0,0
10,4,26,445.94,3,0,0,7,1,2
10,4,27,133.69,0,0,0,0,0,0
10,4,28,348.25,0,0,0,7,0,0
10,4,29,409.97,0,0,0,7,0,0
10,4,30,295.47,0,0,0,10,0,0
10,4,31,71.27,0,0,0,7,1,0
10,4,32,184.7,0,0,0,9,0,0
10,4,33,427.87,0,4,2,0,2,1
10,4,34,195.33,0,1,3,0,6,0
10,4,35,35.54,2,0,2,0,4,0
10,4,36,365.72,0,6,4,0,0,3
10,4,37,276.63,0,0,0,0,3,2
10,4,38,145.02,4,2,4,0,8,0
10,4,39,309.9,0,0,5,0,9,0
10,4,40,107.04,0,2,5,0,0,0
10,4,41,82.69,0,0,1,0,3,4
10,4,42,25.25,0,6,0,0,7,6
10,4,43,248.63,0,1,2,0,6,2
10,4,44,301.83,0,0,4,0,6,0
10,4,45,418.19,0,0,4,0,1,9
10,4,46,162.73,0,0,10,0,5,7
10,4,47,438.17,0,0,4,0,8,10
10,4,48,316.78,0,0,7,0,1,0
10,4,49,93.89,3,0,0,0,0,4
10,4,50,138.74,0,0,0,0,0,1
10,4,51,52.83,0,0,0,0,0,0
10,4,52,324.87,0,0,0,0,0,1
10,4,53,400.09,0,2,0,0,0,1
10,4,54,241.43,0,0,0,0,0,3
10,4,55,478.8,0,0,0,0,6,0
10,4,56,267.38,2,0,0,0,0,2
10,5,1,277.2,8,1,0,0,3,0
10,5,2,352.04,7,0,0,0,0,0
10,5,3,244.8,8,0,0,0,0,0
10,5,4,419.91,9,0,1,0,2,0
10,5,5,89.67,9,0,0,0,4,0
10,5,6,443.44,8,1,0,0,0,0
10,5,7,177.99,0,0,0,0,3,0
10,5,8,56.07,9,1,0,0,6,1
10,5,9,81.42,3,2,0,0,0,0
10,5,10,372.8,6,4,0,0,2,3
10,5,11,122.4,0,4,2,0,1,0
10,5,12,484.18,0,3,1,0,3,2
10,5,13,159.67,0,4,0,0,1,0
10,5,14,412.58,3,9,2,0,0,0
10,5,15,207.52,0,0,8,0,4,0
10,5,16,269.23,0,3,0,0,0,0
10,5,17,232.54,0,2,7,0,2,0
10,5,18,293.49,0,0,6,0,0,0
10,5,19,151.93,0,0,6,0,0,2
10,5,20,337.29,6,3,2,0,6,2
10,5,21,99.13,0,2,0,0,3,1
10,5,22,44.57,0,0,5,0,0,0
10,5,23,383.17,0,0,10,0,0,0
10,5,24,436.09,5,0,6,0,3,2
10,5,25,304.88,1,0,3,5,0,0
10,5,26,460.77,3,0,0,7,1,2
10,5,27,326.79,0,0,0,0,0,0
10,5,28,170.73,0,0,0,7,0,0
10,5,29,224.52,0,0,0,7,0,0
10,5,30,25.25,0,0,0,10,0,0
10,5,31,112.45,0,0,0,7,1,0
10,5,32,404.35,0,0,0,9,0,0
10,5,33,238.33,0,4,2,0,2,1
10,5,34,310.52,0,1,3,0,6,0
10,5,35,196.1,2,0,2,0,4,0
10,5,36,450.47,0,6,4,0,0,3
10,5,37,133.81,0,0,0,0,3,2
10,5,38,345.64,4,2,4,0,8,0
