sub,run,movie_number,onset_sec,rating
11,6,24,217.86,7
11,6,25,306.26,3
11,6,26,120.56,3
11,6,27,367.25,3
11,6,28,61.99,3
11,6,29,483.4,3
11,6,30,188.49,3
11,6,31,286.93,3
11,6,32,194.93,3
11,6,33,165,5
11,6,34,241.84,5
11,6,35,55.7,7
11,6,36,456.41,5
11,6,37,324.18,7
11,6,38,271.19,7
11,6,39,104.05,7
11,6,40,389.66,7
11,6,41,442.32,5
11,6,42,347.95,5
11,6,43,112.22,5
11,6,44,70.05,3
11,6,45,425.82,7
11,6,46,138.86,7
11,6,47,252.75,7
11,6,48,210.74,7
11,6,49,144.51,3
11,6,50,235.57,3
11,6,51,31.33,3
11,6,52,334.33,3
11,6,53,278.48,1
11,6,54,397.72,1
11,6,55,95.23,3
11,6,56,451.15,3
11,7,1,110.29,7
11,7,2,272.55,5
11,7,3,447.24,3
11,7,4,44.78,5
11,7,5,370.52,9
11,7,6,149.94,9
11,7,7,333.94,7
11,7,8,225.98,7
11,7,9,343.92,5
11,7,10,433.04,5
11,7,11,262.36,5
11,7,12,23.28,7
11,7,13,74.05,7
11,7,14,231.46,5
11,7,15,360.68,7
11,7,16,181.77,5
11,7,17,407.04,7
11,7,18,208.65,7
11,7,19,252.41,5
11,7,20,69.35,3
11,7,21,427.93,3
11,7,22,83.07,9
11,7,23,327.35,9
11,7,24,171.62,7
11,7,25,376.47,3
11,7,26,319.22,3
11,7,27,62.39,3
11,7,28,282.61,3
11,7,29,161.02,3
11,7,30,94.02,3
11,7,31,218.97,3
11,7,32,438.79,3
11,7,33,140.35,5
11,7,34,301.77,5
11,7,35,104.75,7
11,7,36,381.21,5
11,7,37,463.3,7
11,7,38,54.55,7
11,7,39,277.18,7
11,7,40,203.78,7
11,7,41,39.58,5
11,7,42,236.17,5
11,7,43,355.1,5
11,7,44,400.71,3
11,7,45,125.91,7
11,7,46,189.59,7
11,7,47,293.86,7
11,7,48,416.98,7
11,7,49,454.82,3
11,7,50,194.41,3
11,7,51,392.1,3
11,7,52,116.34,3
11,7,53,312.29,1
11,7,54,30.71,1
11,7,55,245.91,3
11,7,56,134.37,3
11,8,1,175.76,7
11,8,2,357.98,5
11,8,3,291.52,3
11,8,4,61.52,5
11,8,5,223.14,9
11,8,6,79.42,9
11,8,7,381.33,7
11,8,8,472.31,7
11,8,9,165.4,5
11,8,10,300.08,5
11,8,11,262.21,5
11,8,12,70.3,7
11,8,13,347.71,7
11,8,14,422.53,5
11,8,15,464.12,7
11,8,16,93.01,5
11,8,17,86.4,7
11,8,18,186.12,7
11,8,19,305.81,5
11,8,20,430.27,3
11,8,21,481.55,3
11,8,22,232.92,9
11,8,23,370.75,9
11,8,24,24.48,7
11,8,25,252.52,3
11,8,26,333.17,3
11,8,27,56.48,3
11,8,28,146.51,3
11,8,29,269.89,3
11,8,30,437.9,3
11,8,31,417.87,3
11,8,32,103.54,3
11,8,33,114.54,5
11,8,34,197.09,5
11,8,35,242.96,7
11,8,36,317.2,5
11,8,37,387.24,7
11,8,38,34.63,7
11,8,39,454.68,7
11,8,40,326.5,7
11,8,41,42.31,5
11,8,42,398.27,5
11,8,43,276.78,5
11,8,44,137.4,3
11,8,45,129.63,7
11,8,46,366.07,7
11,8,47,444.29,7
11,8,48,205.09,7
11,8,49,341.67,3
11,8,50,156.1,3
11,8,51,49.21,3
11,8,52,211.91,3
11,8,53,486.64,1
11,8,54,408.4,1
11,8,55,121.74,3
11,8,56,284.08,3
12,1,1,182.27,6
12,1,2,88.13,5
12,1,3,413.5,4
12,1,4,331.68,5
12,1,5,203.12,8
12,1,6,360.77,7
12,1,7,59.61,8
12,1,8,276.56,6
12,1,9,120.51,3
12,1,10,138.7,3
12,1,11,308.66,4
12,1,12,68.49,5
12,1,13,300.26,7
12,1,14,458.1,5
12,1,15,392.15,7
12,1,16,226.79,6
12,1,17,318.82,7
12,1,18,282.23,6
12,1,19,81.77,5
12,1,20,232.55,6
12,1,21,405.58,9
12,1,22,159.78,8
12,1,23,26.28,8
12,1,24,447.65,6
12,1,25,341.3,4
12,1,26,421.96,4
12,1,27,191.64,3
12,1,28,74.21,4
12,1,29,267.01,6
12,1,30,387.22,6
12,1,31,32.31,6
12,1,32,221.92,6
12,1,33,174.45,5
12,1,34,326.3,6
12,1,35,239.22,4
12,1,36,249.91,7
12,1,37,430.2,9
12,1,38,54.3,9
12,1,39,376.58,8
12,1,40,110.05,8
12,1,41,355.25,7
12,1,42,47.48,5
12,1,43,292.23,3
12,1,44,398.78,6
12,1,45,464.95,7
12,1,46,129.46,7
12,1,47,149.32,8
12,1,48,213.06,7
12,1,49,439.68,1
12,1,50,197.79,1
12,1,51,370.12,1
12,1,52,98.92,1
12,1,53,39.23,1
12,1,54,346.65,1
12,1,55,261.45,2
12,1,56,168.38,1
12,2,1,254.17,6
12,2,2,342.01,5
12,2,3,386.28,4
12,2,4,433.23,5
12,2,5,132.23,8
12,2,6,185,7
12,2,7,66.31,8
12,2,8,224.87,6
12,2,9,156.25,3
12,2,10,272.09,3
12,2,11,317.94,4
12,2,12,40.61,5
12,2,13,426.38,7
12,2,14,379.83,5
12,2,15,122.05,7
12,2,16,211.27,6
12,2,17,175.62,7
12,2,18,444.17,6
12,2,19,357.42,5
12,2,20,398.98,6
12,2,21,244.36,9
12,2,22,261.95,8
12,2,23,75.19,8
12,2,24,47.16,6
12,2,25,322.68,4
12,2,26,171,4
12,2,27,236.16,3
12,2,28,372.66,4
12,2,29,60.15,6
12,2,30,91.45,6
12,2,31,293.99,6
12,2,32,451.45,6
12,2,33,53.92,5
12,2,34,148.54,6
12,2,35,352.68,4
12,2,36,201.73,7
12,2,37,468.29,9
12,2,38,85.55,9
12,2,39,416.14,8
12,2,40,309.9,8
12,2,41,100.86,7
12,2,42,392.33,5
12,2,43,24.24,3
12,2,44,283.14,6
12,2,45,218.01,7
12,2,46,161.19,7
12,2,47,333.46,8
12,2,48,461.62,7
12,2,49,404.62,1
12,2,50,112.08,1
12,2,51,195.72,1
12,2,52,365.88,1
12,2,53,137.23,1
12,2,54,30.31,1
12,2,55,475.85,2
12,2,56,304.44,1
12,3,1,87.51,6
12,3,2,292.8,5
12,3,3,33.34,4
12,3,4,416.04,5
12,3,5,432.85,8
12,3,6,335.76,7
12,3,7,246.18,8
12,3,8,196.6,6
12,3,9,157.82,3
12,3,10,221.9,3
12,3,11,442.39,4
12,3,12,276.83,5
12,3,13,80.97,7
12,3,14,133.53,5
12,3,15,358.06,7
12,3,16,403.21,6
12,3,17,233.08,7
12,3,18,42.37,6
12,3,19,103,5
12,3,20,392.82,6
12,3,21,150.34,9
12,3,22,459.51,8
12,3,23,262.74,8
12,3,24,319.49,6
12,3,25,125.1,4
12,3,26,348.35,4
12,3,27,270.57,3
12,3,28,384.62,4
12,3,29,62.76,6
12,3,30,241.38,6
12,3,31,176.65,6
12,3,32,473.06,6
12,3,33,139.99,5
12,3,34,302.02,6
12,3,35,377.21,4
12,3,36,69.77,7
12,3,37,165.33,9
12,3,38,343.65,9
12,3,39,255.77,8
12,3,40,464.67,8
12,3,41,52.45,7
12,3,42,286.68,5
12,3,43,95.17,3
12,3,44,214.62,6
12,3,45,313.4,7
12,3,46,366.36,7
12,3,47,452.43,8
12,3,48,145.03,7
12,3,49,326.72,1
12,3,50,114.09,1
12,3,51,24.75,1
12,3,52,186.29,1
12,3,53,306.89,1
12,3,54,422.1,1
12,3,55,207.38,2
12,3,56,408.03,1
12,4,1,119.29,6
12,4,2,202.46,5
12,4,3,166.89,4
12,4,4,330.31,5
12,4,5,435.85,8
12,4,6,242.2,7
12,4,7,22.49,8
12,4,8,362.38,6
12,4,9,233.79,3
12,4,10,142.48,3
12,4,11,220.18,4
12,4,12,100.03,5
12,4,13,401.49,7
12,4,14,457.29,5
12,4,15,31.33,7
12,4,16,336.16,6
12,4,17,278.96,7
12,4,18,393.91,6
12,4,19,297.64,5
12,4,20,87.87,6
12,4,21,63.36,9
12,4,22,134.95,8
12,4,23,420.41,8
12,4,24,191.75,6
12,4,25,187,4
12,4,26,251.38,4
12,4,27,124.39,3
12,4,28,323.46,4
12,4,29,160.32,6
12,4,30,72.74,6
12,4,31,373.29,6
12,4,32,428.88,6
12,4,33,178.49,5
12,4,34,354.75,6
12,4,35,412.18,4
12,4,36,347.55,7
12,4,37,38.59,9
12,4,38,207.68,9
12,4,39,262.74,8
12,4,40,108.44,8
12,4,41,151.75,7
12,4,42,382.53,5
12,4,43,446.06,3
12,4,44,93.16,6
12,4,45,306.85,7
12,4,46,289.76,7
12,4,47,226.49,8
12,4,48,55.49,7
12,4,49,270.99,1
12,4,50,406.12,1
12,4,51,79.45,1
12,4,52,173.85,1
12,4,53,387.23,1
12,4,54,47.48,1
12,4,55,215.37,2
12,4,56,314.16,1
12,5,1,459.28,6
12,5,2,292.26,5
12,5,3,215.96,4
12,5,4,345.88,5
12,5,5,125.56,8
12,5,6,146.69,7
12,5,7,378.43,8
12,5,8,48.43,6
12,5,9,77.41,3
12,5,10,59.31,3
12,5,11,307.59,4
12,5,12,400.38,5
12,5,13,136.29,7
12,5,14,427.46,5
12,5,15,201.09,7
12,5,16,278.84,6
12,5,17,221.6,7
12,5,18,262.32,6
12,5,19,33.33,5
12,5,20,372.13,6
12,5,21,154.15,9
12,5,22,108.55,8
12,5,23,340.01,8
12,5,24,415.95,6
12,5,25,363.65,4
12,5,26,271.82,4
12,5,27,442.13,3
12,5,28,182.35,4
12,5,29,43.84,6
12,5,30,86.33,6
12,5,31,193.1,6
12,5,32,298.69,6
12,5,33,103.52,5
12,5,34,160.82,6
12,5,35,20.59,4
12,5,36,452.48,7
12,5,37,208,9
12,5,38,322.44,9
12,5,39,388.81,8
12,5,40,287.47,8
12,5,41,174.31,7
12,5,42,93.93,5
12,5,43,25.21,3
12,5,44,236.16,6
12,5,45,253.74,7
12,5,46,410.49,7
12,5,47,317.51,8
12,5,48,393.88,7
12,5,49,116.38,1
12,5,50,69.26,1
12,5,51,166.75,1
12,5,52,433.33,1
12,5,53,355.57,1
12,5,54,226.77,1
12,5,55,330.19,2
12,5,56,247.44,1
12,6,1,417.22,6
12,6,2,253.48,5
12,6,3,364.4,4
12,6,4,33.53,5
12,6,5,85.67,8
12,6,6,183.31,7
12,6,7,224.56,8
12,6,8,306.03,6
12,6,9,453.41,3
12,6,10,110.64,3
12,6,11,144.58,4
12,6,12,44.77,5
12,6,13,275.02,7
12,6,14,201.46,5
12,6,15,328.04,7
12,6,16,356.28,6
12,6,17,237.05,7
12,6,18,339.33,6
12,6,19,393.13,5
12,6,20,248.72,6
12,6,21,124.23,9
12,6,22,169.97,8
12,6,23,432.99,8
12,6,24,60.14,6
12,6,25,191.38,4
12,6,26,244.09,4
12,6,27,377.29,3
12,6,28,117.65,4
12,6,29,64.9,6
12,6,30,346.79,6
12,6,31,174.6,6
12,6,32,439.87,6
12,6,33,446.64,5
12,6,34,26.31,6
12,6,35,316.72,4
12,6,36,230.64,7
12,6,37,129.9,9
12,6,38,264.23,9
12,6,39,158.5,8
12,6,40,402.12,8
12,6,41,91.2,7
12,6,42,288.65,5
12,6,43,74.38,3
12,6,44,207.98,6
12,6,45,406.78,7
12,6,46,137.43,7
12,6,47,372.11,8
12,6,48,259.39,7
12,6,49,149.52,1
12,6,50,299.63,1
12,6,51,383.08,1
12,6,52,216.7,1
12,6,53,52.41,1
12,6,54,280.37,1
12,6,55,102.14,2
12,6,56,427.74,1
12,7,1,291.91,6
12,7,2,444.99,5
12,7,3,96.46,4
12,7,4,215.3,5
12,7,5,337.16,8
12,7,6,29.83,7
12,7,7,381.84,8
12,7,8,186.65,6
12,7,9,114.07,3
12,7,10,268.86,3
12,7,11,392.82,4
12,7,12,20.82,5
12,7,13,225.02,7
12,7,14,140.45,5
12,7,15,421.18,7
12,7,16,311.43,6
12,7,17,455.48,7
12,7,18,285.05,6
12,7,19,166.49,5
12,7,20,49.54,6
12,7,21,195.24,9
12,7,22,348.39,8
12,7,23,364.25,8
12,7,24,83.27,6
12,7,25,155.88,4
12,7,26,245.59,4
12,7,27,68.87,3
12,7,28,431.18,4
12,7,29,356.5,6
12,7,30,87.87,6
12,7,31,231.01,6
12,7,32,410.54,6
12,7,33,161.46,5
12,7,34,301.7,6
12,7,35,39.12,4
12,7,36,471.66,7
12,7,37,375.36,9
12,7,38,123.67,9
12,7,39,277.85,8
12,7,40,236.77,8
12,7,41,325.68,7
12,7,42,75.84,5
12,7,43,106.28,3
12,7,44,466.09,6
12,7,45,203.48,7
12,7,46,403.21,7
12,7,47,251.91,8
12,7,48,150.97,7
12,7,49,130.23,1
12,7,50,262.71,1
12,7,51,177.75,1
12,7,52,208.58,1
12,7,53,387.28,1
12,7,54,318.34,1
12,7,55,435.79,2
12,7,56,61.05,1
12,8,1,474.95,6
12,8,2,371.79,5
12,8,3,124.44,4
12,8,4,384.74,5
12,8,5,141.02,8
12,8,6,42.83,7
12,8,7,288.41,8
12,8,8,231.73,6
12,8,9,378.52,3
12,8,10,113.35,3
12,8,11,51.9,4
12,8,12,267.03,5
12,8,13,222.52,7
12,8,14,400.55,5
12,8,15,195.79,7
12,8,16,481.99,6
12,8,17,66.92,7
12,8,18,297.67,6
12,8,19,422.86,5
12,8,20,253.03,6
12,8,21,449.25,9
12,8,22,363.49,8
12,8,23,146.16,8
12,8,24,133.16,6
12,8,25,434.83,4
12,8,26,317.34,4
12,8,27,164.29,3
12,8,28,336.05,4
12,8,29,96.92,6
12,8,30,257.84,6
12,8,31,408.34,6
12,8,32,57.45,6
12,8,33,204.07,5
12,8,34,74.87,6
12,8,35,184.75,4
12,8,36,429.43,7
12,8,37,469.53,9
12,8,38,90.75,9
12,8,39,346.96,8
12,8,40,307.49,8
12,8,41,242.4,7
12,8,42,458.04,5
12,8,43,277.26,3
12,8,44,22.51,6
12,8,45,85.52,7
12,8,46,418.18,7
12,8,47,357.47,8
12,8,48,173.18,7
12,8,49,108.3,1
12,8,50,211.85,1
12,8,51,32.92,1
12,8,52,440.94,1
12,8,53,154.33,1
12,8,54,272.15,1
12,8,55,325.38,2
12,8,56,390.18,1
14,1,1,318.24,4
14,1,2,373.09,3
14,1,3,460.38,3
14,1,4,168.58,4
14,1,5,276.03,3
14,1,6,193.25,4
14,1,7,44.89,7
14,1,8,89.85,6
14,1,9,185.67,4
14,1,10,103.79,4
14,1,11,70.59,4
14,1,12,378.07,3
14,1,13,270.12,4
14,1,14,137.2,4
14,1,15,336.13,8
14,1,16,428.61,8
14,1,17,61.81,6
14,1,18,303.69,2
14,1,19,259.12,7
14,1,20,198.44,7
14,1,21,392.58,9
14,1,22,150.05,9
14,1,23,445.92,8
14,1,24,119.37,8
14,1,25,215.91,2
14,1,26,156.36,3
14,1,27,95.45,2
14,1,28,438.28,2
14,1,29,285.86,6
14,1,30,354.95,4
14,1,31,55.34,6
14,1,32,409.72,8
14,1,33,37.49,6
14,1,34,326.98,6
14,1,35,162.19,6
14,1,36,455.25,6
14,1,37,128.36,8
14,1,38,363.93,8
14,1,39,242.78,7
14,1,40,234.64,7
14,1,41,143.99,3
14,1,42,205.09,4
14,1,43,386.89,4
14,1,44,20.05,3
14,1,45,292.34,7
14,1,46,111.05,7
14,1,47,308.53,6
14,1,48,420.59,5
14,1,49,227.24,2
14,1,50,344.62,2
14,1,51,78.47,1
14,1,52,179.2,1
14,1,53,251.25,3
14,1,54,403.84,3
14,1,55,466.49,1
14,1,56,26.41,2
14,2,1,56.92,4
14,2,2,277.57,3
14,2,3,98.62,3
14,2,4,449.54,4
14,2,5,203.39,3
14,2,6,309.49,4
14,2,7,357.77,7
14,2,8,147.61,6
14,2,9,254.21,4
14,2,10,237.07,4
14,2,11,335.79,4
14,2,12,153.53,3
14,2,13,398.63,4
14,2,14,124.11,4
14,2,15,36.26,8
14,2,16,435.98,8
14,2,17,415.98,6
14,2,18,116.73,2
14,2,19,350.89,7
14,2,20,242.06,7
14,2,21,319.26,9
14,2,22,64.29,9
14,2,23,172.77,8
14,2,24,215.3,8
14,2,25,407.53,2
14,2,26,46.05,3
14,2,27,363.3,2
14,2,28,224.12,2
14,2,29,285.71,6
14,2,30,301.35,4
14,2,31,75.06,6
14,2,32,184.23,8
14,2,33,79.79,6
14,2,34,329.23,6
14,2,35,247.23,6
14,2,36,22.66,6
14,2,37,141.23,8
14,2,38,370.63,8
14,2,39,194.83,7
14,2,40,442.88,7
14,2,41,388.27,3
14,2,42,108.13,4
14,2,43,164.08,4
14,2,44,30.44,3
14,2,45,344.69,7
14,2,46,209.86,7
14,2,47,426.12,6
14,2,48,262.61,5
14,2,49,88.58,2
14,2,50,459.73,2
14,2,51,230.15,1
14,2,52,70.31,1
14,2,53,291.1,3
14,2,54,382.06,3
14,2,55,134.83,1
14,2,56,268.84,2
14,3,1,177.05,4
14,3,2,458.18,3
14,3,3,391.72,3
14,3,4,58.93,4
14,3,5,216.77,3
14,3,6,269.09,4
14,3,7,350.9,7
14,3,8,113.07,6
14,3,9,133.96,4
14,3,10,64.33,4
14,3,11,311.21,4
14,3,12,255.91,3
14,3,13,465.6,4
14,3,14,412.86,4
14,3,15,106.61,8
14,3,16,239.33,8
14,3,17,71.49,6
14,3,18,244.51,2
14,3,19,166.82,7
14,3,20,371.16,7
14,3,21,79.55,9
14,3,22,275.29,9
14,3,23,419.2,8
14,3,24,304.11,8
14,3,25,227.94,2
14,3,26,424.23,3
14,3,27,153.71,2
14,3,28,42.89,2
14,3,29,334.33,6
14,3,30,281.96,4
14,3,31,89.71,6
14,3,32,402.82,8
14,3,33,452.81,6
14,3,34,201.56,6
14,3,35,345.21,6
14,3,36,360.03,6
14,3,37,295.51,8
14,3,38,143.31,8
14,3,39,118.96,7
14,3,40,53.68,7
14,3,41,408.16,3
14,3,42,25.91,4
14,3,43,212.03,4
14,3,44,129.2,3
14,3,45,445.76,7
14,3,46,290.05,7
14,3,47,321.8,6
14,3,48,184.89,5
14,3,49,435.31,2
14,3,50,327.37,2
14,3,51,262.79,1
14,3,52,35.78,1
14,3,53,95.23,3
14,3,54,191.42,3
14,3,55,159.9,1
14,3,56,382.47,2
14,4,1,439.02,4
14,4,2,182.71,3
14,4,3,29.67,3
14,4,4,210.11,4
14,4,5,333.43,3
14,4,6,422.08,4
14,4,7,130.51,7
14,4,8,292.82,6
14,4,9,95.26,4
14,4,10,277.61,4
14,4,11,48.97,4
14,4,12,471.37,3
14,4,13,354.36,4
14,4,14,192.81,4
14,4,15,238.93,8
14,4,16,378.05,8
14,4,17,141.05,6
14,4,18,449.86,2
14,4,19,287.49,7
14,4,20,198.75,7
14,4,21,372.06,9
14,4,22,258.63,9
14,4,23,38.64,8
14,4,24,394.43,8
14,4,25,405.89,2
14,4,26,363.86,3
14,4,27,124.95,2
14,4,28,25.08,2
14,4,29,224.67,6
14,4,30,460.4,4
14,4,31,309.05,6
14,4,32,149.06,8
14,4,33,247.27,6
14,4,34,386.04,6
14,4,35,480.03,6
14,4,36,114.1,6
14,4,37,265.22,8
14,4,38,323.56,8
14,4,39,57.1,7
14,4,40,159.23,7
14,4,41,177.2,3
14,4,42,67.7,4
14,4,43,493.6,4
14,4,44,219.95,3
14,4,45,84.47,7
14,4,46,427.98,7
14,4,47,301.97,6
14,4,48,317.95,5
14,4,49,77.99,2
14,4,50,170.73,2
14,4,51,413.62,1
14,4,52,231.34,1
14,4,53,344.04,3
14,4,54,106.56,3
14,4,55,272.85,1
14,4,56,488.18,2
14,5,1,120.92,4
14,5,2,342.13,3
14,5,3,439.45,3
14,5,4,167.12,4
14,5,5,365.4,3
14,5,6,190.08,4
14,5,7,47.49,7
14,5,8,272.08,6
14,5,9,445.06,4
14,5,10,303.27,4
14,5,11,208.9,4
14,5,12,77.52,3
14,5,13,322.86,4
14,5,14,380.4,4
14,5,15,37.7,8
14,5,16,143.68,8
14,5,17,185.32,6
14,5,18,462.37,2
14,5,19,54.56,7
14,5,20,312.74,7
14,5,21,409.25,9
14,5,22,262.18,9
14,5,23,200.7,8
14,5,24,87.41,8
14,5,25,255.01,2
14,5,26,60.09,3
14,5,27,219.76,2
14,5,28,105.34,2
14,5,29,176.18,6
14,5,30,356.66,4
14,5,31,425.03,6
14,5,32,389.62,8
14,5,33,286.42,6
14,5,34,472.2,6
14,5,35,126.89,6
14,5,36,158.8,6
14,5,37,374.91,8
14,5,38,350.47,8
14,5,39,245.92,7
14,5,40,22.43,7
14,5,41,112.86,3
14,5,42,297.37,4
14,5,43,400.03,4
14,5,44,135.28,3
14,5,45,32.15,7
14,5,46,452.49,7
14,5,47,329.07,6
14,5,48,227.13,5
14,5,49,431,2
14,5,50,416.91,2
14,5,51,336.15,1
14,5,52,68.59,1
14,5,53,281.69,3
14,5,54,95.52,3
14,5,55,238.36,1
14,5,56,153.88,2
14,6,1,470.27,4
14,6,2,262.86,3
14,6,3,174.68,3
14,6,4,20.51,4
14,6,5,121.45,3
14,6,6,213.75,4
14,6,7,327.22,7
14,6,8,395.25,6
14,6,9,150.91,4
14,6,10,343.47,4
14,6,11,367.63,4
14,6,12,59.05,3
14,6,13,421.56,4
14,6,14,288.1,4
14,6,15,192.34,8
14,6,16,110.84,8
14,6,17,336.42,6
14,6,18,163.15,2
14,6,19,350.99,7
14,6,20,451.98,7
14,6,21,270.93,9
14,6,22,198.2,9
14,6,23,92.5,8
14,6,24,66.34,8
14,6,25,283.2,2
14,6,26,319.75,3
14,6,27,441.85,2
14,6,28,230.67,2
14,6,29,129.84,6
14,6,30,33.79,4
14,6,31,139.58,6
14,6,32,373.48,8
14,6,33,86.46,6
14,6,34,51.3,6
14,6,35,413.8,6
14,6,36,241.32,6
14,6,37,314.91,8
14,6,38,251.43,8
14,6,39,404.35,7
14,6,40,185.88,7
14,6,41,432.4,3
14,6,42,43.98,4
14,6,43,358.14,4
14,6,44,257.92,3
14,6,45,308.51,7
14,6,46,222.73,7
14,6,47,103.45,6
14,6,48,179.78,5
14,6,49,298.29,2
14,6,50,275.69,2
14,6,51,461.71,1
14,6,52,384.79,1
14,6,53,28.29,3
14,6,54,157.81,3
14,6,55,204.98,1
14,6,56,77.19,2
14,7,1,227.14,4
14,7,2,84.73,3
14,7,3,378.79,3
14,7,4,170.74,4
14,7,5,432.73,3
14,7,6,296.4,4
14,7,7,71.64,7
14,7,8,258.88,6
14,7,9,404.72,4
14,7,10,194.84,4
14,7,11,253.08,4
14,7,12,419.43,3
14,7,13,159.37,4
14,7,14,315.05,4
14,7,15,62.16,8
14,7,16,112.55,8
14,7,17,396.08,6
14,7,18,236.39,2
14,7,19,410.21,7
14,7,20,43.3,7
14,7,21,342.49,9
14,7,22,78.63,9
14,7,23,290.34,8
14,7,24,126.5,8
14,7,25,29.98,2
14,7,26,449.85,3
14,7,27,333.42,2
14,7,28,279.38,2
14,7,29,210.91,6
14,7,30,363.93,4
14,7,31,98.76,6
14,7,32,144.09,8
14,7,33,426.42,6
14,7,34,388.87,6
14,7,35,34.81,6
14,7,36,352.02,6
14,7,37,241.08,8
14,7,38,217.86,8
14,7,39,119.64,7
14,7,40,179.97,7
14,7,41,204.21,3
14,7,42,137.1,4
14,7,43,305.24,4
14,7,44,268.35,3
14,7,45,357.89,7
14,7,46,106.91,7
14,7,47,51.3,6
14,7,48,461.33,5
14,7,49,22.04,2
14,7,50,324.61,2
14,7,51,369.01,1
14,7,52,185.69,1
14,7,53,150.16,3
14,7,54,248.42,3
14,7,55,442.57,1
14,7,56,92.46,2
14,8,1,297.8,4
14,8,2,74.79,3
14,8,3,176.43,3
14,8,4,470.5,4
14,8,5,242.79,3
14,8,6,371.25,4
14,8,7,351.4,7
14,8,8,130.71,6
14,8,9,210.94,4
14,8,10,341.66,4
14,8,11,276.24,4
14,8,12,151.76,3
14,8,13,376.5,4
14,8,14,21.4,4
14,8,15,100.94,8
14,8,16,453.85,8
14,8,17,311.47,6
14,8,18,93.75,2
14,8,19,265.09,7
14,8,20,443.44,7
14,8,21,28.5,9
14,8,22,221.25,9
14,8,23,383.21,8
14,8,24,195.87,8
14,8,25,329.64,2
14,8,26,398.14,3
14,8,27,37.38,2
14,8,28,185.03,2
14,8,29,422.45,6
14,8,30,201.39,4
14,8,31,138.05,6
14,8,32,284.64,8
14,8,33,459.67,6
14,8,34,159.15,6
14,8,35,360.79,6
14,8,36,259.54,6
14,8,37,236.02,8
14,8,38,111.51,8
14,8,39,319.91,7
14,8,40,66.83,7
14,8,41,45.89,3
14,8,42,346.65,4
14,8,43,416.28,4
14,8,44,289.96,3
14,8,45,123.08,7
14,8,46,167.22,7
14,8,47,250.18,6
14,8,48,388.7,5
14,8,49,432.72,2
14,8,50,57.22,2
14,8,51,334.98,1
14,8,52,305.38,1
14,8,53,228.8,3
14,8,54,82.86,3
14,8,55,143.31,1
14,8,56,405.09,2
15,1,1,61.75,5
15,1,2,165.65,3
15,1,3,184.22,3
15,1,4,270.41,4
15,1,5,93.41,6
15,1,6,341.76,7
15,1,7,438.91,7
15,1,8,394.26,7
15,1,9,33.15,4
15,1,10,158.79,5
15,1,11,74.77,4
15,1,12,210.03,5
15,1,13,458.14,7
15,1,14,330.85,6
15,1,15,348.95,9
15,1,16,278.78,7
15,1,17,385.19,7
15,1,18,40.76,5
15,1,19,178.92,9
15,1,20,307.87,6
15,1,21,218.13,9
15,1,22,415.41,9
15,1,23,284.56,9
15,1,24,120.7,9
15,1,25,53.6,3
15,1,26,232.05,2
15,1,27,254.23,4
15,1,28,322.5,5
15,1,29,423.08,6
15,1,30,136.57,7
15,1,31,402.37,7
15,1,32,113.84,9
15,1,33,192.2,3
15,1,34,25.36,6
15,1,35,241.83,3
15,1,36,302.83,5
15,1,37,151.06,9
15,1,38,85.88,7
15,1,39,366.05,7
15,1,40,448.56,9
15,1,41,131.44,2
15,1,42,46.85,5
15,1,43,432.49,5
15,1,44,294.08,5
15,1,45,223.11,5
15,1,46,173.39,8
15,1,47,246.58,7
15,1,48,374.14,9
15,1,49,261.73,1
15,1,50,69.4,1
15,1,51,312.86,1
15,1,52,102.49,1
15,1,53,408.11,1
15,1,54,200.23,2
15,1,55,143.86,1
15,1,56,360.11,1
15,2,1,258.5,5
15,2,2,129.37,3
15,2,3,167.48,3
15,2,4,355.75,4
15,2,5,61.43,6
15,2,6,212.78,7
15,2,7,333.63,7
15,2,8,435.58,7
15,2,9,443.7,4
15,2,10,103.8,5
15,2,11,176.54,4
15,2,12,50.54,5
15,2,13,311.64,7
15,2,14,271.4,6
15,2,15,391.76,9
15,2,16,207.47,7
15,2,17,294.35,7
15,2,18,139.37,5
15,2,19,95.87,9
15,2,20,300.09,6
15,2,21,347.88,9
15,2,22,400.74,9
15,2,23,31.68,9
15,2,24,240.54,9
15,2,25,110.95,3
15,2,26,229.97,2
15,2,27,387.08,4
15,2,28,21.17,5
15,2,29,425.97,6
15,2,30,147.87,7
15,2,31,342,7
15,2,32,245.19,9
15,2,33,263.25,3
15,2,34,42.14,6
15,2,35,152.82,3
15,2,36,222.16,5
15,2,37,122.27,9
15,2,38,409.43,7
15,2,39,369.09,7
15,2,40,322.07,9
15,2,41,190.24,2
15,2,42,327.2,5
15,2,43,86.47,5
15,2,44,363.79,5
15,2,45,448.82,5
15,2,46,182.86,8
15,2,47,282.76,7
15,2,48,27.04,9
15,2,49,199.12,1
15,2,50,66.49,1
15,2,51,159.24,1
15,2,52,378.77,1
15,2,53,304.71,1
15,2,54,253.02,2
15,2,55,77.19,1
15,2,56,414.73,1
15,3,1,433.92,5
15,3,2,33.45,3
15,3,3,374.56,3
15,3,4,229.86,4
15,3,5,104.6,6
15,3,6,318.02,7
15,3,7,254.72,7
15,3,8,121.81,7
15,3,9,99.17,4
15,3,10,450.75,5
15,3,11,136,4
15,3,12,196.14,5
15,3,13,310.89,7
